# Line 1
2176.05,2.17
2176.02,2.66
2176.01,3.16
2176.01,3.67
2176.01,4.18
2176.01,4.69
2176.01,5.20
2176.01,5.71
2176.00,6.22
2176.00,6.72
2176.00,7.23
2175.99,7.74
2175.99,8.25
2175.99,8.76
2175.99,9.27
2175.99,9.78
2176.00,10.29
2176.00,10.80
2176.00,11.31
2176.00,11.82
2176.00,12.33
2176.00,12.84
2176.00,13.36
2176.00,13.87
2176.00,14.38
2176.00,14.89
2176.00,15.39
2176.00,15.90
2176.00,16.41
2176.00,16.92
2176.00,17.43
2176.00,17.94
2176.00,18.45
2176.00,18.96
2176.00,19.47
2176.00,19.98
2176.00,20.49
2176.00,21.00
2176.00,21.51
2176.00,22.02
2176.00,22.53
2176.00,23.04
2176.00,23.55
2176.00,24.06
2176.00,24.57
2176.00,25.08
2176.00,25.59
2176.00,26.10
2176.00,26.61
2176.00,27.12
2176.00,27.63
2176.00,28.14
2176.00,28.65
2176.00,29.16
2176.00,29.67
2176.00,30.18
2176.00,30.69
2176.00,31.20
2176.00,31.71
2176.00,32.22
2176.00,32.73
2176.00,33.24
2176.00,33.75
2176.00,34.26
2176.00,34.77
2176.00,35.28
2176.00,35.79
2176.00,36.30
2176.00,36.81
2176.00,37.32
2176.00,37.83
2176.00,38.34
2175.99,38.85
2175.97,39.35
2175.92,39.84
2175.85,40.31
2175.76,40.76
2175.67,41.19
2175.61,41.60
2175.58,42.00
2175.60,42.40
2175.67,42.82
2175.76,43.24
2175.85,43.70
2175.92,44.17
2175.97,44.66
2176.00,45.16
2176.00,45.67
2175.98,46.17
2175.94,46.67
2175.88,47.15
2175.78,47.62
2175.66,48.08
2175.51,48.52
2175.36,48.97
2175.23,49.43
2175.12,49.90
2175.05,50.38
2175.00,50.87
2174.98,51.37
2174.98,51.88
2174.98,52.39
2174.98,52.90
2174.99,53.41
2175.00,53.92
2175.00,54.44
2175.01,54.95
2175.01,55.46
2175.01,55.97
2175.01,56.48
2175.01,56.99
2175.01,57.50
2175.01,58.01
2175.01,58.52
2175.01,59.03
2175.01,59.54
2175.01,60.05
2175.01,60.56
2175.00,61.07
2175.00,61.58
2175.00,62.08
2175.00,62.59
2175.00,63.10
2175.00,63.61
2175.00,64.12
2175.00,64.63
2175.00,65.14
2175.00,65.65
2174.99,66.16
2174.99,66.67
2174.99,67.18
2174.99,67.69
2174.99,68.20
2174.99,68.71
2174.99,69.22
2174.99,69.73
2174.99,70.24
2175.00,70.75
2175.00,71.26
2175.00,71.77
2175.00,72.28
2175.00,72.79
2175.00,73.30
2175.00,73.81
2175.00,74.32
2175.00,74.83
2175.00,75.34
2175.00,75.85
2175.00,76.36
2175.00,76.87
2175.00,77.38
2175.00,77.89
2175.00,78.40
2175.00,78.91
2175.00,79.42
2175.00,79.93
2175.00,80.44
2175.00,80.95
2175.00,81.46
2175.00,81.97
2175.00,82.48
2175.00,82.99
2175.00,83.50
2175.00,84.01
2175.00,84.52
2175.00,85.03
2175.00,85.54
2175.00,86.05
2175.00,86.56
2175.00,87.07
2175.00,87.58
2175.00,88.09
2175.00,88.60
2175.00,89.11
2175.00,89.62
2175.00,90.13
2175.00,90.64
2175.00,91.15
2175.00,91.66
2175.00,92.17
2175.00,92.68
2175.00,93.19
2175.00,93.70
2175.00,94.21
2175.00,94.72
2175.00,95.23
2175.00,95.74
2175.00,96.25
2175.00,96.76
2175.00,97.27
2175.00,97.78
2175.00,98.29
2175.00,98.80
2175.00,99.31
2175.00,99.82
2175.00,100.33
2175.00,100.84
2175.00,101.35
2175.00,101.86
2175.01,102.37
2175.01,102.88
2175.01,103.39
2175.01,103.90
2175.00,104.41
2175.00,104.92
2175.00,105.43
2175.00,105.94
2175.00,106.45
2174.99,106.95
2174.99,107.46
2174.99,107.97
2174.99,108.48
2174.99,108.99
2175.00,109.51
2175.00,110.02
2175.00,110.53
2174.99,111.03
2174.96,111.53
2174.90,112.02
2174.81,112.49
2174.69,112.95
2174.54,113.40
2174.39,113.84
2174.25,114.30
2174.14,114.76
2174.06,115.24
2174.01,115.73
2173.99,116.23
2173.98,116.74
2173.99,117.25
2173.99,117.76
2174.00,118.27
2174.00,118.78
2174.01,119.29
2174.01,119.80
2174.01,120.31
2174.01,120.83
2174.01,121.33
2174.01,121.84
2174.01,122.35
2174.01,122.86
2174.01,123.37
2174.01,123.88
2174.01,124.39
2174.00,124.90
2174.00,125.41
2174.00,125.92
2174.00,126.43
2174.00,126.94
2174.00,127.45
2174.00,127.96
2174.00,128.47
2174.00,128.98
2174.00,129.49
2174.00,130.00
2174.00,130.51
2174.00,131.02
2174.00,131.53
2174.00,132.04
2174.00,132.55
2174.00,133.06
2174.00,133.57
2174.00,134.08
2174.00,134.59
2174.00,135.10
2174.00,135.61
2174.00,136.12
2174.00,136.63
2174.00,137.14
2174.00,137.65
2174.00,138.16
2174.00,138.67
2174.00,139.18
2174.00,139.69
2174.00,140.20
2174.00,140.71
2174.00,141.22
2174.00,141.73
2174.00,142.24
2174.00,142.75
2174.00,143.26
2174.00,143.77
2174.00,144.28
2174.00,144.79
2174.00,145.30
2174.00,145.81
2174.00,146.32
2174.00,146.83
2174.00,147.34
2174.00,147.85
2174.00,148.36
2174.00,148.87
2174.00,149.38
2174.00,149.89
2174.00,150.40
2174.00,150.91
2174.00,151.42
2174.00,151.93
2174.00,152.44
2174.00,152.95
2174.00,153.46
2174.00,153.97
2174.00,154.48
2174.00,154.99
2174.00,155.50
2174.00,156.01
2174.00,156.52
2174.00,157.03
2174.00,157.54
2174.00,158.05
2174.00,158.56
2174.00,159.07
2174.00,159.58
2174.00,160.09
2174.00,160.60
2174.00,161.11
2174.00,161.62
2174.00,162.13
2174.00,162.64
2174.00,163.15
2174.00,163.66
2174.00,164.17
2174.00,164.68
2174.00,165.19
2174.00,165.70
2174.00,166.21
2174.00,166.72
2174.00,167.22
2174.00,167.73
2174.00,168.24
2174.00,168.75
2174.00,169.26
2174.00,169.77
2174.00,170.28
2174.00,170.79
2174.00,171.30
2174.00,171.81
2174.00,172.32
2174.00,172.83
2174.00,173.34
2174.00,173.85
2174.00,174.36
2174.00,174.87
2174.00,175.38
2174.00,175.89
2174.00,176.40
2174.00,176.91
2174.00,177.42
2174.00,177.93
2174.00,178.44
2174.00,178.95
2174.00,179.46
2174.00,179.97
2174.00,180.48
2174.00,180.99
2174.00,181.50
2174.00,182.01
2174.00,182.52
2174.00,183.03
2174.00,183.54
2174.00,184.05
2174.00,184.56
2174.00,185.07
2174.00,185.58
2174.00,186.09
2174.00,186.60
2174.00,187.11
2174.00,187.62
2174.00,188.13
2174.00,188.64
2174.00,189.15
2174.00,189.66
2174.00,190.17
2174.00,190.68
2174.00,191.19
2174.00,191.70
2174.00,192.21
2174.00,192.72
2174.00,193.23
2174.00,193.74
2174.00,194.25
2174.00,194.76
2174.00,195.27
2174.00,195.78
2174.00,196.29
2174.00,196.80
2174.00,197.31
2174.00,197.82
2174.00,198.33
2174.01,198.84
2174.01,199.35
2174.01,199.86
2174.01,200.37
2174.01,200.88
2174.01,201.39
2174.01,201.90
2174.01,202.41
2174.01,202.92
2174.01,203.43
2174.00,203.94
2173.99,204.45
2173.98,204.95
2173.94,205.45
2173.89,205.93
2173.81,206.41
2173.70,206.87
2173.57,207.33
2173.42,207.78
2173.29,208.23
2173.17,208.70
2173.09,209.17
2173.03,209.66
2173.00,210.15
2172.98,210.66
2172.98,211.17
2172.98,211.68
2172.99,212.19
2172.99,212.70
2173.00,213.21
2173.00,213.72
2173.01,214.24
2173.01,214.75
2173.01,215.26
2173.01,215.77
2173.01,216.28
2173.01,216.79
2173.01,217.30
2173.01,217.81
2173.01,218.32
2173.00,218.82
2173.00,219.33
2173.00,219.84
2173.00,220.35
2173.00,220.86
2173.00,221.37
2173.00,221.88
2172.99,222.39
2172.99,222.90
2172.99,223.41
2172.99,223.92
2172.99,224.43
2172.99,224.94
2173.00,225.45
2173.00,225.96
2173.00,226.47
2173.00,226.98
2173.00,227.49
2173.00,228.00
2173.00,228.51
2173.00,229.02
2173.00,229.53
2173.00,230.04
2173.00,230.55
2173.00,231.06
2173.00,231.57
2173.00,232.08
2173.00,232.59
2173.00,233.10
2173.00,233.61
2173.00,234.12
2173.00,234.63
2173.00,235.14
2173.00,235.65
2173.00,236.16
2173.00,236.67
2173.00,237.18
2173.00,237.69
2173.00,238.20
2173.00,238.71
2173.00,239.22
2173.00,239.73
2173.00,240.24
2173.00,240.75
2173.00,241.26
2173.00,241.77
2173.00,242.28
2173.00,242.79
2173.00,243.30
2173.00,243.81
2173.00,244.32
2173.00,244.83
2173.00,245.34
2173.00,245.85
2173.00,246.36
2173.00,246.87
2173.00,247.38
2173.00,247.89
2173.00,248.40
2173.00,248.91
2173.00,249.42
2173.00,249.93
2173.00,250.44
2173.00,250.95
2173.00,251.46
2173.00,251.97
2173.00,252.48
2173.00,252.99
2173.00,253.50
2173.00,254.01
2172.99,254.52
2172.99,255.02
2172.99,255.53
2172.99,256.04
2172.99,256.55
2172.99,257.06
